"bairro","cidade","bairro-2","cidade-2","distancia","distancia_km"
"SÃO JUDAS TADEU"," GUARAPARI","JARDIM CAMPO GRANDE"," CARIACICA",50665,"50,7 km"
"SÃO JUDAS TADEU"," GUARAPARI","SÃO GERALDO"," CARIACICA",50190,"50,2 km"
"SÃO JUDAS TADEU"," GUARAPARI","CAMPO GRANDE"," CARIACICA",49197,"49,2 km"
"SÃO JUDAS TADEU"," GUARAPARI","CRUZEIRO DO SUL"," CARIACICA",48026,"48,0 km"
"SÃO JUDAS TADEU"," GUARAPARI","JARDIM AMÉRICA"," CARIACICA",51638,"51,6 km"
"SÃO JUDAS TADEU"," GUARAPARI","CARIACICA SEDE"," CARIACICA",56979,"57,0 km"
"SÃO JUDAS TADEU"," GUARAPARI","BOA SORTE"," CARIACICA",52122,"52,1 km"
"SÃO JUDAS TADEU"," GUARAPARI","SÃO FRANCISCO"," CARIACICA",46610,"46,6 km"
"SÃO JUDAS TADEU"," GUARAPARI","VALE DOS REIS"," CARIACICA",48457,"48,5 km"
"SÃO JUDAS TADEU"," GUARAPARI","SANTO ANDRÉ"," CARIACICA",48623,"48,6 km"
"SÃO JUDAS TADEU"," GUARAPARI","FLEXAL II"," CARIACICA",53371,"53,4 km"
"SÃO JUDAS TADEU"," GUARAPARI","SÃO FRANCISCO"," CARIACICA",46610,"46,6 km"
"SÃO JUDAS TADEU"," GUARAPARI","SANTA BARBARA"," CARIACICA",48322,"48,3 km"
"SÃO JUDAS TADEU"," GUARAPARI","N R DA PENHA"," CARIACICA",49378,"49,4 km"
"SÃO JUDAS TADEU"," GUARAPARI","SANTO ANDRÉ"," CARIACICA",48623,"48,6 km"
"SÃO JUDAS TADEU"," GUARAPARI","PORTO DE CARIACICA"," CARIACICA",55551,"55,6 km"
"SÃO JUDAS TADEU"," GUARAPARI","SÃO GERALDO"," CARIACICA",50190,"50,2 km"
"SÃO JUDAS TADEU"," GUARAPARI","CASTELO BRANCO"," CARIACICA",52379,"52,4 km"
"SÃO JUDAS TADEU"," GUARAPARI","PLANETA 2"," CARIACICA",53819,"53,8 km"
"SÃO JUDAS TADEU"," GUARAPARI","VILA GRAUNA"," CARIACICA",52146,"52,1 km"
"SÃO JUDAS TADEU"," GUARAPARI","ROSA DA PENHA"," CARIACICA",49477,"49,5 km"
"SÃO JUDAS TADEU"," GUARAPARI","TIRADENTE"," CARIACICA",48845,"48,8 km"
"SÃO JUDAS TADEU"," GUARAPARI","BOM BOSCO"," CARIACICA",48340,"48,3 km"
"SÃO JUDAS TADEU"," GUARAPARI","VALE DA ESPERANÇA"," CARIACICA",51934,"51,9 km"
"SÃO JUDAS TADEU"," GUARAPARI","ITAQUARI. BELA AURORA"," CARIACICA",52471,"52,5 km"
"SÃO JUDAS TADEU"," GUARAPARI","CRUZEIRO DO SUL"," CARIACICA",48026,"48,0 km"
"SÃO JUDAS TADEU"," GUARAPARI","NOVA ROSA DA PENHA"," CARIACICA",56890,"56,9 km"
"SÃO JUDAS TADEU"," GUARAPARI","FLEXAL I"," CARIACICA",53551,"53,6 km"
"SÃO JUDAS TADEU"," GUARAPARI","NOVA BRASÍLIA"," CARIACICA",48917,"48,9 km"
"SÃO JUDAS TADEU"," GUARAPARI","JUCU"," VIANA",33933,"33,9 km"
"SÃO JUDAS TADEU"," GUARAPARI","SANTA TEREZINHA"," VIANA",45699,"45,7 km"
"SÃO JUDAS TADEU"," GUARAPARI","VILA BETÂNIA"," VIANA",45015,"45,0 km"
"SÃO JUDAS TADEU"," GUARAPARI","PEDRA MULATA"," VIANA",42054,"42,1 km"
"SÃO JUDAS TADEU"," GUARAPARI","ARLINDO VILASQUE"," VIANA",45952,"46,0 km"
"SÃO JUDAS TADEU"," GUARAPARI","VILA NOVA"," VIANA",46307,"46,3 km"
"SÃO JUDAS TADEU"," GUARAPARI","UNIVERSAL"," VIANA",49453,"49,5 km"
"SÃO JUDAS TADEU"," GUARAPARI","CARIOCA"," VIANA",485755,"486 km"
"SÃO JUDAS TADEU"," GUARAPARI","PRIMAVERA"," VIANA",47205,"47,2 km"
"SÃO JUDAS TADEU"," GUARAPARI","MARCILIO DE NORONHA"," VIANA",46241,"46,2 km"
"SÃO JUDAS TADEU"," GUARAPARI","BOM PASTOR"," VIANA",39542,"39,5 km"
"SÃO JUDAS TADEU"," GUARAPARI","VILA BETHANIA"," VIANA",45015,"45,0 km"
"SÃO JUDAS TADEU"," GUARAPARI","IPANEMA"," VIANA",49363,"49,4 km"
"SÃO JUDAS TADEU"," GUARAPARI","PRAIA DAS GAIVOTAS"," VILA VELHA",48577,"48,6 km"
"SÃO JUDAS TADEU"," GUARAPARI","CENTRO"," VILA VELHA",53533,"53,5 km"
"MEAIPE"," GUARAPARI","VERA CRUZ"," CARIACICA",62020,"62,0 km"
"SÃO JUDAS TADEU"," GUARAPARI","SANTOS DUMONT"," VILA VELHA",51781,"51,8 km"
"SÃO JUDAS TADEU"," GUARAPARI","JARDIM MARILÂNDIA"," VILA VELHA",53800,"53,8 km"
"SÃO JUDAS TADEU"," GUARAPARI","RIO MARINHO"," VILA VELHA",55384,"55,4 km"
"SÃO JUDAS TADEU"," GUARAPARI","RIVIEIRA DA BARRA"," VILA VELHA",42633,"42,6 km"
"SÃO JUDAS TADEU"," GUARAPARI","GLÓRIA"," VILA VELHA",55591,"55,6 km"
"SÃO JUDAS TADEU"," GUARAPARI","VALE ENCANTADO"," VILA VELHA",53537,"53,5 km"
"SÃO JUDAS TADEU"," GUARAPARI","PRAIA DA COSTA"," VILA VELHA",54478,"54,5 km"
"SÃO JUDAS TADEU"," GUARAPARI","JARDIM ASTECA"," VILA VELHA",50170,"50,2 km"
"SÃO JUDAS TADEU"," GUARAPARI","TERRA VERMELHA"," VILA VELHA",41793,"41,8 km"
"SÃO JUDAS TADEU"," GUARAPARI","PRAIA DE ITAPARICA"," VILA VELHA",49511,"49,5 km"
"SÃO JUDAS TADEU"," GUARAPARI","ALECRIM"," VILA VELHA",53750,"53,8 km"
"SÃO JUDAS TADEU"," GUARAPARI","DIVINO ESPIRITO SANTO"," VILA VELHA",52102,"52,1 km"
"SÃO JUDAS TADEU"," GUARAPARI","BOA VISTA"," VILA VELHA",53611,"53,6 km"
"SÃO JUDAS TADEU"," GUARAPARI","SANTA MONICA"," VILA VELHA",49594,"49,6 km"
"SÃO JUDAS TADEU"," GUARAPARI","ILHA DOS BENTOS"," VILA VELHA",49331,"49,3 km"
"SÃO JUDAS TADEU"," GUARAPARI","NOVA ALMEIDA"," SERRA",98535,"98,5 km"
"SÃO JUDAS TADEU"," GUARAPARI","BOULEVARD LAGOA"," SERRA",84344,"84,3 km"
"SÃO JUDAS TADEU"," GUARAPARI","PARQUE JACARAIPE"," SERRA",87144,"87,1 km"
"SÃO JUDAS TADEU"," GUARAPARI","CENTRAL DE CARAPINA"," SERRA",74884,"74,9 km"
"SÃO JUDAS TADEU"," GUARAPARI","JARDIM ATLANTICO"," SERRA",88732,"88,7 km"
"SÃO JUDAS TADEU"," GUARAPARI","LARANJEIRAS VELHAS"," SERRA",77509,"77,5 km"
"SÃO JUDAS TADEU"," GUARAPARI","CIDADE POMAR"," SERRA",82883,"82,9 km"
"SÃO JUDAS TADEU"," GUARAPARI","PRAIA CARAPEUS"," SERRA",81873,"81,9 km"
"SÃO JUDAS TADEU"," GUARAPARI","COLINA LARANJEIRA"," SERRA",78272,"78,3 km"
"SÃO JUDAS TADEU"," GUARAPARI","RESIDENCIAL JACARAI"," SERRA",89715,"89,7 km"
"SÃO JUDAS TADEU"," GUARAPARI","JARDIM CARAPINA"," SERRA",71341,"71,3 km"
"SÃO JUDAS TADEU"," GUARAPARI","CARAPINA GRANDE"," SERRA",72107,"72,1 km"
"SÃO JUDAS TADEU"," GUARAPARI","NOVO HORIZONTE"," SERRA",76149,"76,1 km"
"SÃO JUDAS TADEU"," GUARAPARI","PLANALTO SERRANO"," SERRA",84901,"84,9 km"
"SÃO JUDAS TADEU"," GUARAPARI","VALPARAISO"," SERRA",77018,"77,0 km"
"SÃO JUDAS TADEU"," GUARAPARI","CIVIT II"," SERRA",80940,"80,9 km"
"SÃO JUDAS TADEU"," GUARAPARI","ITAPEBUSSU"," GUARAPARI",3470,"3,5 km"
"SÃO JUDAS TADEU"," GUARAPARI","RECANTO DA SEREIA"," GUARAPARI",28496,"28,5 km"
"SÃO JUDAS TADEU"," GUARAPARI","MEAIPE"," GUARAPARI",8247,"8,2 km"
"SÃO JUDAS TADEU"," GUARAPARI","BELA VISTA"," COLATINA",194901,"195 km"
"SÃO JUDAS TADEU"," GUARAPARI","CENTRO"," COLATINA",195430,"195 km"
"SÃO JUDAS TADEU"," GUARAPARI","NOSSA SENHORA DA APARECIDA"," COLATINA",195638,"196 km"
"SÃO JUDAS TADEU"," GUARAPARI","CENTRO"," MARECHAL FLORIANO",70197,"70,2 km"
"SÃO JUDAS TADEU"," GUARAPARI","TREVO SANTA MARIA"," MARECHAL FLORIANO",80476,"80,5 km"
"MEAIPE"," GUARAPARI","CAMPO VERDE"," CARIACICA",65740,"65,7 km"
"SÃO JUDAS TADEU"," GUARAPARI","PEDRA AZUL"," DOMINGOS MARTINS",112324,"112 km"
"SÃO JUDAS TADEU"," GUARAPARI","ESPLANADA"," VENDA NOVA",126468,"126 km"
"MEAIPE"," GUARAPARI","BR-262, 5200 - Rio Branco"," CARIACICA",59762,"59,8 km"
"MEAIPE"," GUARAPARI","JARDIM CAMBURI"," VITORIA",76632,"76,6 km"
"MEAIPE"," GUARAPARI","JARDIM DA PENHA"," VITORIA",72880,"72,9 km"
"MEAIPE"," GUARAPARI","ENSEADA DO SUÁ"," VITORIA",71977,"72,0 km"
"MEAIPE"," GUARAPARI","FORTE SÃO JOÃO"," VITORIA",68845,"68,8 km"
"MEAIPE"," GUARAPARI","SÃO CRISTOVÃO"," VITORIA",73075,"73,1 km"
"MEAIPE"," GUARAPARI","SANTA MARTHA"," VITORIA",73186,"73,2 km"
"MEAIPE"," GUARAPARI","JARDIM CAMBURI"," VITORIA",76632,"76,6 km"
"MEAIPE"," GUARAPARI","PRAIA DO CANTO"," VITORIA",70855,"70,9 km"
"MEAIPE"," GUARAPARI","CENTRO"," VITORIA",70890,"70,9 km"
"MEAIPE"," GUARAPARI","ITARARE"," VITORIA",71925,"71,9 km"
"MEAIPE"," GUARAPARI","JABOUR"," VITORIA",75685,"75,7 km"
"MEAIPE"," GUARAPARI","GRANDE VITÓRIA"," VITORIA",71719,"71,7 km"
"MEAIPE"," GUARAPARI","ALTO LAGE"," CARIACICA",62700,"62,7 km"
"MEAIPE"," GUARAPARI","OPERARIOS"," CARIACICA",59433,"59,4 km"
"MEAIPE"," GUARAPARI","SANTA CECILIA"," CARIACICA",60397,"60,4 km"
"MEAIPE"," GUARAPARI","VILA CAPIXABA"," CARIACICA",59681,"59,7 km"
"MEAIPE"," GUARAPARI","ITACIBA"," CARIACICA",65038,"65,0 km"
"MEAIPE"," GUARAPARI","TUCUM"," CARIACICA",64147,"64,1 km"
"MEAIPE"," GUARAPARI","ITANGUA"," CARIACICA",60985,"61,0 km"
"MEAIPE"," GUARAPARI","PORTO DE SANTANA"," CARIACICA",65652,"65,7 km"
"MEAIPE"," GUARAPARI","NOVA ROSA PENHA"," CARIACICA",69119,"69,1 km"
"MEAIPE"," GUARAPARI","ITAPEMIRIM"," CARIACICA",62853,"62,9 km"
"MEAIPE"," GUARAPARI","JARDIM CAMPO GRANDE"," CARIACICA",62894,"62,9 km"
"MEAIPE"," GUARAPARI","SÃO GERALDO"," CARIACICA",62419,"62,4 km"
"MEAIPE"," GUARAPARI","CAMPO GRANDE"," CARIACICA",61426,"61,4 km"
"MEAIPE"," GUARAPARI","CRUZEIRO DO SUL"," CARIACICA",60254,"60,3 km"
"MEAIPE"," GUARAPARI","JARDIM AMÉRICA"," CARIACICA",63867,"63,9 km"
"MEAIPE"," GUARAPARI","CARIACICA SEDE"," CARIACICA",69207,"69,2 km"
"MEAIPE"," GUARAPARI","BOA SORTE"," CARIACICA",64350,"64,4 km"
"MEAIPE"," GUARAPARI","SÃO FRANCISCO"," CARIACICA",58839,"58,8 km"
"MEAIPE"," GUARAPARI","VALE DOS REIS"," CARIACICA",60685,"60,7 km"
"MEAIPE"," GUARAPARI","SANTO ANDRÉ"," CARIACICA",60851,"60,9 km"
"MEAIPE"," GUARAPARI","FLEXAL II"," CARIACICA",65600,"65,6 km"
"MEAIPE"," GUARAPARI","SÃO FRANCISCO"," CARIACICA",58839,"58,8 km"
"MEAIPE"," GUARAPARI","SANTA BARBARA"," CARIACICA",60551,"60,6 km"
"MEAIPE"," GUARAPARI","N R DA PENHA"," CARIACICA",61606,"61,6 km"
"MEAIPE"," GUARAPARI","SANTO ANDRÉ"," CARIACICA",60851,"60,9 km"
"MEAIPE"," GUARAPARI","PORTO DE CARIACICA"," CARIACICA",67779,"67,8 km"
"MEAIPE"," GUARAPARI","SÃO GERALDO"," CARIACICA",62419,"62,4 km"
"MEAIPE"," GUARAPARI","CASTELO BRANCO"," CARIACICA",64608,"64,6 km"
"MEAIPE"," GUARAPARI","PLANETA 2"," CARIACICA",66048,"66,0 km"
"MEAIPE"," GUARAPARI","VILA GRAUNA"," CARIACICA",64374,"64,4 km"
"MEAIPE"," GUARAPARI","ROSA DA PENHA"," CARIACICA",61706,"61,7 km"
"MEAIPE"," GUARAPARI","TIRADENTE"," CARIACICA",61073,"61,1 km"
"MEAIPE"," GUARAPARI","BOM BOSCO"," CARIACICA",60569,"60,6 km"
"MEAIPE"," GUARAPARI","VALE DA ESPERANÇA"," CARIACICA",64163,"64,2 km"
"MEAIPE"," GUARAPARI","ITAQUARI. BELA AURORA"," CARIACICA",64700,"64,7 km"
"MEAIPE"," GUARAPARI","CRUZEIRO DO SUL"," CARIACICA",60254,"60,3 km"
"MEAIPE"," GUARAPARI","NOVA ROSA DA PENHA"," CARIACICA",69119,"69,1 km"
"MEAIPE"," GUARAPARI","FLEXAL I"," CARIACICA",65779,"65,8 km"
"MEAIPE"," GUARAPARI","NOVA BRASÍLIA"," CARIACICA",61145,"61,1 km"
"MEAIPE"," GUARAPARI","JUCU"," VIANA",46162,"46,2 km"
"MEAIPE"," GUARAPARI","SANTA TEREZINHA"," VIANA",57928,"57,9 km"
"MEAIPE"," GUARAPARI","VILA BETÂNIA"," VIANA",57243,"57,2 km"
"MEAIPE"," GUARAPARI","PEDRA MULATA"," VIANA",54338,"54,3 km"
"MEAIPE"," GUARAPARI","ARLINDO VILASQUE"," VIANA",58180,"58,2 km"
"MEAIPE"," GUARAPARI","VILA NOVA"," VIANA",58536,"58,5 km"
"MEAIPE"," GUARAPARI","UNIVERSAL"," VIANA",61682,"61,7 km"
"MEAIPE"," GUARAPARI","CARIOCA"," VIANA",487073,"487 km"
"MEAIPE"," GUARAPARI","PRIMAVERA"," VIANA",59433,"59,4 km"
"MEAIPE"," GUARAPARI","MARCILIO DE NORONHA"," VIANA",58470,"58,5 km"
"MEAIPE"," GUARAPARI","BOM PASTOR"," VIANA",51770,"51,8 km"
"MEAIPE"," GUARAPARI","VILA BETHANIA"," VIANA",57243,"57,2 km"
"MEAIPE"," GUARAPARI","IPANEMA"," VIANA",61592,"61,6 km"
"MEAIPE"," GUARAPARI","PRAIA DAS GAIVOTAS"," VILA VELHA",60861,"60,9 km"
"MEAIPE"," GUARAPARI","CENTRO"," VILA VELHA",65817,"65,8 km"
"MEAIPE"," GUARAPARI","SANTOS DUMONT"," VILA VELHA",64066,"64,1 km"
"MEAIPE"," GUARAPARI","JARDIM MARILÂNDIA"," VILA VELHA",66085,"66,1 km"
"MEAIPE"," GUARAPARI","RIO MARINHO"," VILA VELHA",67668,"67,7 km"
"MEAIPE"," GUARAPARI","RIVIEIRA DA BARRA"," VILA VELHA",54917,"54,9 km"
"MEAIPE"," GUARAPARI","GLÓRIA"," VILA VELHA",67876,"67,9 km"
"MEAIPE"," GUARAPARI","VALE ENCANTADO"," VILA VELHA",65821,"65,8 km"
"MEAIPE"," GUARAPARI","PRAIA DA COSTA"," VILA VELHA",66763,"66,8 km"
"MEAIPE"," GUARAPARI","JARDIM ASTECA"," VILA VELHA",62455,"62,5 km"
"MEAIPE"," GUARAPARI","TERRA VERMELHA"," VILA VELHA",54078,"54,1 km"
"MEAIPE"," GUARAPARI","PRAIA DE ITAPARICA"," VILA VELHA",61795,"61,8 km"
"MEAIPE"," GUARAPARI","ALECRIM"," VILA VELHA",66034,"66,0 km"
"MEAIPE"," GUARAPARI","DIVINO ESPIRITO SANTO"," VILA VELHA",64387,"64,4 km"
"MEAIPE"," GUARAPARI","BOA VISTA"," VILA VELHA",65896,"65,9 km"
"MEAIPE"," GUARAPARI","SANTA MONICA"," VILA VELHA",61879,"61,9 km"
"MEAIPE"," GUARAPARI","ILHA DOS BENTOS"," VILA VELHA",61616,"61,6 km"
"MEAIPE"," GUARAPARI","NOVA ALMEIDA"," SERRA",110764,"111 km"
"MEAIPE"," GUARAPARI","BOULEVARD LAGOA"," SERRA",96573,"96,6 km"
"MEAIPE"," GUARAPARI","PARQUE JACARAIPE"," SERRA",99372,"99,4 km"
"MEAIPE"," GUARAPARI","CENTRAL DE CARAPINA"," SERRA",87113,"87,1 km"
"MEAIPE"," GUARAPARI","JARDIM ATLANTICO"," SERRA",100961,"101 km"
"MEAIPE"," GUARAPARI","LARANJEIRAS VELHAS"," SERRA",89738,"89,7 km"
"MEAIPE"," GUARAPARI","CIDADE POMAR"," SERRA",95112,"95,1 km"
"MEAIPE"," GUARAPARI","PRAIA CARAPEUS"," SERRA",94101,"94,1 km"
"MEAIPE"," GUARAPARI","COLINA LARANJEIRA"," SERRA",90500,"90,5 km"
"MEAIPE"," GUARAPARI","RESIDENCIAL JACARAI"," SERRA",101943,"102 km"
"MEAIPE"," GUARAPARI","JARDIM CARAPINA"," SERRA",83569,"83,6 km"
"MEAIPE"," GUARAPARI","CARAPINA GRANDE"," SERRA",84335,"84,3 km"
"MEAIPE"," GUARAPARI","NOVO HORIZONTE"," SERRA",88377,"88,4 km"
"MEAIPE"," GUARAPARI","PLANALTO SERRANO"," SERRA",97130,"97,1 km"
"MEAIPE"," GUARAPARI","VALPARAISO"," SERRA",89247,"89,2 km"
"MEAIPE"," GUARAPARI","CIVIT II"," SERRA",93168,"93,2 km"
"MEAIPE"," GUARAPARI","ITAPEBUSSU"," GUARAPARI",11065,"11,1 km"
"MEAIPE"," GUARAPARI","RECANTO DA SEREIA"," GUARAPARI",40780,"40,8 km"
"MEAIPE"," GUARAPARI","SÃO JUDAS TADEU"," GUARAPARI",8248,"8,2 km"
"MEAIPE"," GUARAPARI","BELA VISTA"," COLATINA",207129,"207 km"
"MEAIPE"," GUARAPARI","CENTRO"," COLATINA",207658,"208 km"
"MEAIPE"," GUARAPARI","NOSSA SENHORA DA APARECIDA"," COLATINA",207866,"208 km"
"MEAIPE"," GUARAPARI","CENTRO"," MARECHAL FLORIANO",82425,"82,4 km"
"MEAIPE"," GUARAPARI","TREVO SANTA MARIA"," MARECHAL FLORIANO",92704,"92,7 km"
"MEAIPE"," GUARAPARI","PEDRA AZUL"," DOMINGOS MARTINS",124553,"125 km"
"MEAIPE"," GUARAPARI","ESPLANADA"," VENDA NOVA",138697,"139 km"
"BELA VISTA"," COLATINA","BR-262, 5200 - Rio Branco"," CARIACICA",147808,"148 km"
"BELA VISTA"," COLATINA","JARDIM CAMBURI"," VITORIA",124421,"124 km"
"BELA VISTA"," COLATINA","JARDIM DA PENHA"," VITORIA",128064,"128 km"
"BELA VISTA"," COLATINA","ENSEADA DO SUÁ"," VITORIA",131357,"131 km"
"BELA VISTA"," COLATINA","FORTE SÃO JOÃO"," VITORIA",134953,"135 km"
"BELA VISTA"," COLATINA","SÃO CRISTOVÃO"," VITORIA",129175,"129 km"
"BELA VISTA"," COLATINA","SANTA MARTHA"," VITORIA",129076,"129 km"
"BELA VISTA"," COLATINA","JARDIM CAMBURI"," VITORIA",124421,"124 km"
"BELA VISTA"," COLATINA","PRAIA DO CANTO"," VITORIA",129401,"129 km"
"BELA VISTA"," COLATINA","CENTRO"," VITORIA",129840,"130 km"
"BELA VISTA"," COLATINA","ITARARE"," VITORIA",128978,"129 km"
"BELA VISTA"," COLATINA","JABOUR"," VITORIA",124001,"124 km"
"BELA VISTA"," COLATINA","GRANDE VITÓRIA"," VITORIA",135378,"135 km"
"BELA VISTA"," COLATINA","ALTO LAGE"," CARIACICA",146316,"146 km"
"BELA VISTA"," COLATINA","OPERARIOS"," CARIACICA",147550,"148 km"
"BELA VISTA"," COLATINA","SANTA CECILIA"," CARIACICA",147218,"147 km"
"BELA VISTA"," COLATINA","VILA CAPIXABA"," CARIACICA",146170,"146 km"
"BELA VISTA"," COLATINA","VERA CRUZ"," CARIACICA",150076,"150 km"
"BELA VISTA"," COLATINA","CAMPO VERDE"," CARIACICA",142167,"142 km"
"BELA VISTA"," COLATINA","ITACIBA"," CARIACICA",147401,"147 km"
"BELA VISTA"," COLATINA","TUCUM"," CARIACICA",144158,"144 km"
"BELA VISTA"," COLATINA","ITANGUA"," CARIACICA",147807,"148 km"
"BELA VISTA"," COLATINA","PORTO DE SANTANA"," CARIACICA",146569,"147 km"
"BELA VISTA"," COLATINA","NOVA ROSA PENHA"," CARIACICA",136953,"137 km"
"BELA VISTA"," COLATINA","ITAPEMIRIM"," CARIACICA",150898,"151 km"
"BELA VISTA"," COLATINA","JARDIM CAMPO GRANDE"," CARIACICA",150939,"151 km"
"BELA VISTA"," COLATINA","SÃO GERALDO"," CARIACICA",150475,"150 km"
"BELA VISTA"," COLATINA","CAMPO GRANDE"," CARIACICA",148970,"149 km"
"BELA VISTA"," COLATINA","CRUZEIRO DO SUL"," CARIACICA",148299,"148 km"
"BELA VISTA"," COLATINA","JARDIM AMÉRICA"," CARIACICA",138582,"139 km"
"BELA VISTA"," COLATINA","CARIACICA SEDE"," CARIACICA",140079,"140 km"
"BELA VISTA"," COLATINA","BOA SORTE"," CARIACICA",152407,"152 km"
"BELA VISTA"," COLATINA","SÃO FRANCISCO"," CARIACICA",146895,"147 km"
"BELA VISTA"," COLATINA","VALE DOS REIS"," CARIACICA",148950,"149 km"
"BELA VISTA"," COLATINA","SANTO ANDRÉ"," CARIACICA",148897,"149 km"
"BELA VISTA"," COLATINA","FLEXAL II"," CARIACICA",142030,"142 km"
"BELA VISTA"," COLATINA","SÃO FRANCISCO"," CARIACICA",146895,"147 km"
"BELA VISTA"," COLATINA","SANTA BARBARA"," CARIACICA",148596,"149 km"
"BELA VISTA"," COLATINA","N R DA PENHA"," CARIACICA",149651,"150 km"
"BELA VISTA"," COLATINA","SANTO ANDRÉ"," CARIACICA",148897,"149 km"
"BELA VISTA"," COLATINA","PORTO DE CARIACICA"," CARIACICA",138485,"138 km"
"BELA VISTA"," COLATINA","SÃO GERALDO"," CARIACICA",150475,"150 km"
"BELA VISTA"," COLATINA","CASTELO BRANCO"," CARIACICA",152653,"153 km"
"BELA VISTA"," COLATINA","PLANETA 2"," CARIACICA",141955,"142 km"
"BELA VISTA"," COLATINA","VILA GRAUNA"," CARIACICA",143178,"143 km"
"BELA VISTA"," COLATINA","ROSA DA PENHA"," CARIACICA",149751,"150 km"
"BELA VISTA"," COLATINA","TIRADENTE"," CARIACICA",149118,"149 km"
"BELA VISTA"," COLATINA","BOM BOSCO"," CARIACICA",147288,"147 km"
"BELA VISTA"," COLATINA","VALE DA ESPERANÇA"," CARIACICA",139927,"140 km"
"BELA VISTA"," COLATINA","ITAQUARI. BELA AURORA"," CARIACICA",152756,"153 km"
"BELA VISTA"," COLATINA","CRUZEIRO DO SUL"," CARIACICA",148299,"148 km"
"BELA VISTA"," COLATINA","NOVA ROSA DA PENHA"," CARIACICA",136953,"137 km"
"BELA VISTA"," COLATINA","FLEXAL I"," CARIACICA",143814,"144 km"
"BELA VISTA"," COLATINA","NOVA BRASÍLIA"," CARIACICA",145618,"146 km"
"BELA VISTA"," COLATINA","JUCU"," VIANA",159663,"160 km"
"BELA VISTA"," COLATINA","SANTA TEREZINHA"," VIANA",152351,"152 km"
"BELA VISTA"," COLATINA","VILA BETÂNIA"," VIANA",148147,"148 km"
"BELA VISTA"," COLATINA","PEDRA MULATA"," VIANA",147610,"148 km"
"BELA VISTA"," COLATINA","ARLINDO VILASQUE"," VIANA",152603,"153 km"
"BELA VISTA"," COLATINA","VILA NOVA"," VIANA",152959,"153 km"
"BELA VISTA"," COLATINA","UNIVERSAL"," VIANA",152643,"153 km"
"BELA VISTA"," COLATINA","CARIOCA"," VIANA",663086,"663 km"
"BELA VISTA"," COLATINA","PRIMAVERA"," VIANA",150395,"150 km"
"BELA VISTA"," COLATINA","MARCILIO DE NORONHA"," VIANA",149428,"149 km"
"BELA VISTA"," COLATINA","BOM PASTOR"," VIANA",156558,"157 km"
"BELA VISTA"," COLATINA","VILA BETHANIA"," VIANA",148147,"148 km"
"BELA VISTA"," COLATINA","IPANEMA"," VIANA",152554,"153 km"
"BELA VISTA"," COLATINA","PRAIA DAS GAIVOTAS"," VILA VELHA",140274,"140 km"
"BELA VISTA"," COLATINA","CENTRO"," VILA VELHA",136116,"136 km"
"BELA VISTA"," COLATINA","SANTOS DUMONT"," VILA VELHA",138363,"138 km"
"BELA VISTA"," COLATINA","JARDIM MARILÂNDIA"," VILA VELHA",140445,"140 km"
"BELA VISTA"," COLATINA","RIO MARINHO"," VILA VELHA",142028,"142 km"
"BELA VISTA"," COLATINA","RIVIEIRA DA BARRA"," VILA VELHA",146274,"146 km"
"BELA VISTA"," COLATINA","GLÓRIA"," VILA VELHA",137684,"138 km"
"BELA VISTA"," COLATINA","VALE ENCANTADO"," VILA VELHA",146121,"146 km"
"BELA VISTA"," COLATINA","PRAIA DA COSTA"," VILA VELHA",135592,"136 km"
"BELA VISTA"," COLATINA","JARDIM ASTECA"," VILA VELHA",140189,"140 km"
"BELA VISTA"," COLATINA","TERRA VERMELHA"," VILA VELHA",150050,"150 km"
"BELA VISTA"," COLATINA","PRAIA DE ITAPARICA"," VILA VELHA",137964,"138 km"
"BELA VISTA"," COLATINA","ALECRIM"," VILA VELHA",140914,"141 km"
"BELA VISTA"," COLATINA","DIVINO ESPIRITO SANTO"," VILA VELHA",135790,"136 km"
"BELA VISTA"," COLATINA","BOA VISTA"," VILA VELHA",136195,"136 km"
"BELA VISTA"," COLATINA","SANTA MONICA"," VILA VELHA",138517,"139 km"
"BELA VISTA"," COLATINA","ILHA DOS BENTOS"," VILA VELHA",139168,"139 km"
"BELA VISTA"," COLATINA","NOVA ALMEIDA"," SERRA",118826,"119 km"
"BELA VISTA"," COLATINA","BOULEVARD LAGOA"," SERRA",124577,"125 km"
"BELA VISTA"," COLATINA","PARQUE JACARAIPE"," SERRA",123160,"123 km"
"BELA VISTA"," COLATINA","CENTRAL DE CARAPINA"," SERRA",119819,"120 km"
"BELA VISTA"," COLATINA","JARDIM ATLANTICO"," SERRA",123735,"124 km"
"BELA VISTA"," COLATINA","LARANJEIRAS VELHAS"," SERRA",115107,"115 km"
"BELA VISTA"," COLATINA","CIDADE POMAR"," SERRA",114458,"114 km"
"BELA VISTA"," COLATINA","PRAIA CARAPEUS"," SERRA",125472,"125 km"
"BELA VISTA"," COLATINA","COLINA LARANJEIRA"," SERRA",117524,"118 km"
"BELA VISTA"," COLATINA","RESIDENCIAL JACARAI"," SERRA",123055,"123 km"
"BELA VISTA"," COLATINA","JARDIM CARAPINA"," SERRA",123295,"123 km"
"BELA VISTA"," COLATINA","CARAPINA GRANDE"," SERRA",120571,"121 km"
"BELA VISTA"," COLATINA","NOVO HORIZONTE"," SERRA",121493,"121 km"
"BELA VISTA"," COLATINA","PLANALTO SERRANO"," SERRA",108688,"109 km"
